# sweep	energy	spin	maxdim	dmrg_maxerr
1	-7.267141819000244	0.6806637048721313	50	0.00024818285601213574
2	-7.3450164794921875	0.6718255281448364	100	5.7956905948231e-5
3	-7.379201889038086	0.6663725972175598	150	5.0929371354868636e-5
4	-7.403094291687012	0.6685556769371033	200	2.8765456590917893e-5
5	-7.414059162139893	0.669139564037323	300	4.800645911018364e-6
6	-7.4181413650512695	0.6692604422569275	400	8.621034908173897e-7
7	-7.419602870941162	0.6692261099815369	500	2.366148805776902e-7
8	-7.420136451721191	0.6690753698348999	700	2.5618875909572125e-8
9	-7.420394420623779	0.668851375579834	900	3.6602234576577075e-9
10	-7.420547962188721	0.6685680150985718	1200	5.147197668087244e-10
11	-7.4206624031066895	0.6682589650154114	1415	9.990235722012741e-11
12	-7.420734882354736	0.6679279804229736	1360	9.999048117270704e-11
13	-7.420802593231201	0.667608380317688	1341	8.952036978371325e-8
14	-7.4209208488464355	0.6672835350036621	1322	1.5764027239129064e-7
15	-7.4209747314453125	0.6669654846191406	1308	9.320351068708987e-8
16	-7.421047687530518	0.666645884513855	1279	1.1153163370636321e-7
17	-7.421097755432129	0.6663283109664917	1284	1.3686123168099584e-7
18	-7.421133518218994	0.6660066843032837	1278	3.893314470815312e-8
19	-7.421206951141357	0.6656850576400757	1249	8.68094431893951e-8
20	-7.421234607696533	0.6653722524642944	1288	1.1452393522404236e-7
21	-7.421279430389404	0.6650663614273071	1257	1.7392567031038197e-7
22	-7.421318531036377	0.6647775173187256	1255	1.5035313083444635e-7
23	-7.4213433265686035	0.6644952297210693	1283	2.5529263325552165e-7
24	-7.42140007019043	0.6642211675643921	1261	1.8679831725876284e-7
25	-7.421424865722656	0.663959264755249	1271	9.610252504899108e-8
26	-7.421441555023193	0.6637126207351685	1262	1.3167074541797774e-7
27	-7.421470642089844	0.6634764671325684	1274	8.387232952600243e-8
28	-7.421488285064697	0.6632587909698486	1268	1.0482023071745061e-7
29	-7.421496391296387	0.6630399823188782	1290	7.323511397316906e-8
30	-7.421531677246094	0.6628344058990479	1278	7.4633184965478e-8
31	-7.421539783477783	0.6626474261283875	1285	1.0733605648738376e-7
32	-7.421557426452637	0.6624746322631836	1282	9.613005147457443e-8
33	-7.421600818634033	0.6623071432113647	1311	6.115270423379116e-8
34	-7.421574592590332	0.662145733833313	1275	7.805903123880853e-8
35	-7.4216179847717285	0.6620004177093506	1324	1.0224823654425563e-7
