# sweep	energy	spin	maxdim	dmrg_maxerr
1	-7.317219257354736	0.8184447288513184	50	3.5109202144667506e-5
2	-7.368244171142578	0.8195657730102539	100	1.7535765437060036e-5
3	-7.399760723114014	0.8198251724243164	150	1.7163067241199315e-5
4	-7.422665119171143	0.8194016218185425	200	9.048905667441431e-6
5	-7.434023380279541	0.8188621997833252	300	7.209584964584792e-7
6	-7.438185214996338	0.8185333013534546	400	6.701027643885027e-8
7	-7.4396281242370605	0.8183897733688354	500	9.113717780451225e-9
8	-7.4401140213012695	0.8183165788650513	700	7.633163545683885e-10
9	-7.440292835235596	0.8182689547538757	900	1.357143009084183e-10
10	-7.440377235412598	0.8182337880134583	909	9.998323696747136e-11
11	-7.440427303314209	0.8181995153427124	901	9.998948197198487e-11
12	-7.440454959869385	0.818163275718689	892	9.999403388638584e-11
13	-7.440470218658447	0.8181288242340088	880	6.188265189166486e-8
14	-7.4405035972595215	0.8180969953536987	884	2.260255982378112e-8
15	-7.440504550933838	0.8180582523345947	882	8.901105985614777e-8
16	-7.4405341148376465	0.8180192112922668	894	8.856957123271059e-8
17	-7.440531253814697	0.8179823756217957	887	1.3309146140727535e-7
18	-7.440558433532715	0.8179457783699036	891	5.8603106367627333e-8
19	-7.44057559967041	0.8179062604904175	894	5.939839198276786e-8
20	-7.44059419631958	0.817866325378418	880	6.664336638095847e-8
21	-7.440627098083496	0.8178344368934631	880	6.729582935349754e-8
22	-7.440622329711914	0.8177942037582397	888	5.038267403278951e-8
23	-7.440638065338135	0.81775963306427	899	1.1977869007750996e-7
24	-7.440664291381836	0.8177250623703003	889	3.307970786181613e-8
25	-7.440639019012451	0.8176900148391724	901	6.557707621368536e-8
26	-7.440681457519531	0.817664623260498	898	6.815294284479023e-8
27	-7.440670967102051	0.8176347613334656	906	4.586340196510719e-8
28	-7.44069766998291	0.8176064491271973	909	9.729206595920914e-8
29	-7.4407172203063965	0.8175830841064453	916	7.657632750124321e-8
30	-7.440723419189453	0.8175554275512695	920	8.221116587492361e-8
31	-7.440727233886719	0.8175331354141235	907	3.1775307718362455e-8
32	-7.440757751464844	0.8175114393234253	909	3.7095109206575216e-8
33	-7.440742492675781	0.8174859285354614	886	1.0200569278140392e-7
34	-7.440762519836426	0.8174644708633423	895	8.801963247151434e-8
35	-7.44075345993042	0.8174420595169067	903	3.580116114676457e-8
36	-7.440766334533691	0.8174254894256592	906	3.763308242810126e-8
37	-7.440786838531494	0.8174062967300415	899	6.565817045611766e-8
38	-7.440775394439697	0.8173860907554626	902	7.373725452453073e-8
39	-7.440780162811279	0.8173708915710449	900	6.309984001973135e-8
40	-7.440764904022217	0.8173550367355347	895	8.234297865783446e-8
41	-7.440790176391602	0.81734299659729	899	8.884922664265105e-8
42	-7.440789699554443	0.8173278570175171	908	8.64576321646382e-8
43	-7.440796375274658	0.817314624786377	881	6.046236222800871e-8
44	-7.440789699554443	0.8173004984855652	909	9.066195616469486e-8
45	-7.440818786621094	0.8172893524169922	882	5.19446494706699e-8
46	-7.4408183097839355	0.8172792196273804	893	5.80665897587096e-8
47	-7.440823078155518	0.8172652721405029	874	1.659702633105553e-7
48	-7.440831661224365	0.8172565698623657	883	1.717054516348071e-7
49	-7.440835475921631	0.8172454237937927	886	6.33398116178796e-8
50	-7.440818786621094	0.8172332048416138	888	6.005073771575553e-8
51	-7.440851211547852	0.8172274231910706	880	1.0511220693842915e-7
52	-7.440839767456055	0.8172178864479065	869	9.724662675125728e-8
53	-7.440864086151123	0.817211389541626	862	6.367390170680665e-8
54	-7.440856456756592	0.8172023892402649	876	1.1460920745776093e-7
55	-7.440849781036377	0.8171931505203247	860	4.52029311759361e-8
56	-7.440849304199219	0.8171851634979248	870	1.8654509403859265e-7
57	-7.440856456756592	0.8171780109405518	852	8.026067632727063e-8
58	-7.440855503082275	0.8171694874763489	867	9.378558019079719e-8
59	-7.440862655639648	0.8171646595001221	861	4.957995614063293e-8
60	-7.440842151641846	0.8171548843383789	860	7.496031884102194e-8
61	-7.440880298614502	0.8171496391296387	865	4.9691074366364774e-8
62	-7.44085693359375	0.8171423673629761	838	1.0908410530419133e-7
63	-7.440876483917236	0.8171365261077881	857	8.337555357229576e-8
64	-7.440890789031982	0.817131519317627	871	1.0569254982328857e-7
65	-7.4408698081970215	0.8171231150627136	857	1.164959240185226e-8
66	-7.440890789031982	0.8171185255050659	859	6.558798304467928e-8
67	-7.440860748291016	0.8171125054359436	850	1.028043712381077e-7
68	-7.4408698081970215	0.8171064853668213	862	1.6932041546624532e-7
69	-7.440883636474609	0.8171024322509766	848	7.516884892311282e-8
70	-7.440888404846191	0.8170962929725647	860	1.8248984190449846e-7
71	-7.440898895263672	0.8170925378799438	857	7.600176132882552e-8
72	-7.440910816192627	0.8170881271362305	854	4.803513320439379e-8
73	-7.440891742706299	0.8170809745788574	835	8.11595057825798e-8
74	-7.44088077545166	0.8170754313468933	853	6.604454227954193e-8
75	-7.440890789031982	0.8170709609985352	831	5.8683664150294135e-8
76	-7.4408979415893555	0.8170666694641113	851	3.2904122093668775e-8
77	-7.440911293029785	0.8170644640922546	837	2.678617505580405e-8
78	-7.440920352935791	0.8170608282089233	841	6.019213572017179e-8
79	-7.4408979415893555	0.8170546293258667	851	8.914886961974844e-8
80	-7.440921306610107	0.817050039768219	853	4.268090236791977e-8
