# sweep	energy	spin	maxdim	dmrg_maxerr
1	-7.320781707763672	0.4769971966743469	50	5.3344825573731214e-5
2	-7.367518901824951	0.47058600187301636	100	1.9326977053424343e-5
3	-7.400878429412842	0.469687283039093	150	1.5790101315360516e-5
4	-7.423401355743408	0.46929648518562317	200	6.671860774076777e-6
5	-7.43355131149292	0.46856504678726196	300	8.90228193384246e-7
6	-7.437793254852295	0.4679047167301178	400	1.806417628813506e-7
7	-7.439665794372559	0.46735459566116333	500	4.059582536797279e-8
8	-7.440617561340332	0.466951459646225	700	8.178452581830697e-9
9	-7.441244602203369	0.46664872765541077	900	2.4358493000420367e-9
10	-7.441715240478516	0.4664129614830017	1200	3.553418392865382e-10
11	-7.442073822021484	0.4662092924118042	1384	9.997525723948186e-11
12	-7.442410469055176	0.4660164415836334	1393	9.991812238707709e-11
13	-7.442667484283447	0.4658321440219879	1393	6.667157492756814e-8
14	-7.442883014678955	0.46570271253585815	1382	9.071151652051412e-8
15	-7.443084239959717	0.46558672189712524	1388	4.595894509407117e-8
16	-7.443255424499512	0.46547505259513855	1380	7.082878994424391e-8
17	-7.443394660949707	0.46537351608276367	1378	1.6557319781895785e-7
18	-7.443533897399902	0.4652712643146515	1368	1.0419169882425194e-7
19	-7.443631649017334	0.4651930034160614	1360	8.165692833017602e-8
20	-7.443722248077393	0.4651254415512085	1343	1.6295378202357824e-7
21	-7.44379186630249	0.4650578200817108	1333	7.055022877011652e-8
22	-7.443876266479492	0.4650076925754547	1315	1.735665478008741e-7
23	-7.443924427032471	0.4649548828601837	1302	1.147884773899932e-7
24	-7.443966388702393	0.4649103283882141	1296	1.4555592997567146e-7
25	-7.444015026092529	0.46487176418304443	1288	1.0032869823817236e-7
26	-7.44404411315918	0.46483752131462097	1270	5.765071264818289e-8
27	-7.4440836906433105	0.46480607986450195	1269	2.3480461663893948e-7
28	-7.44412088394165	0.4647800922393799	1249	1.8805430102020182e-8
29	-7.444145679473877	0.464755654335022	1225	9.410533863274395e-8
30	-7.444169044494629	0.46473392844200134	1213	1.3973284751500614e-7
31	-7.4441657066345215	0.464715838432312	1191	7.860041506546622e-8
32	-7.444180965423584	0.46470099687576294	1189	1.609882183117861e-8
33	-7.444194316864014	0.46468690037727356	1198	8.870276069217198e-9
34	-7.4442219734191895	0.4646761119365692	1197	8.042032817456857e-8
35	-7.444232940673828	0.46466514468193054	1191	3.39978427632559e-8
36	-7.444235324859619	0.4646556079387665	1176	1.2843082686231355e-7
37	-7.444238185882568	0.46464836597442627	1186	6.632454585542291e-8
38	-7.444257736206055	0.4646422266960144	1155	5.987377704741448e-8
39	-7.4442572593688965	0.46463698148727417	1113	6.438857980128887e-8
40	-7.444244384765625	0.46463191509246826	1134	1.5403159636662167e-7
41	-7.444270610809326	0.4646283984184265	1105	1.1806692867821766e-7
42	-7.444265365600586	0.4646252691745758	1083	1.0351568846544978e-7
43	-7.444270133972168	0.46462270617485046	1127	8.199515377782518e-8
44	-7.444270133972168	0.46462079882621765	1101	9.617749441304113e-8
45	-7.444281578063965	0.4646192789077759	1108	7.652906930388781e-8
46	-7.444272994995117	0.46461671590805054	1082	3.603826215226036e-8
47	-7.444280624389648	0.46461552381515503	1082	1.0134436223552257e-7
48	-7.444283962249756	0.4646146893501282	1068	6.162996868397386e-8
49	-7.444279193878174	0.4646139144897461	1085	5.4156352291556686e-8
50	-7.44427490234375	0.46461278200149536	1097	5.442161210567065e-8
51	-7.444278717041016	0.4646121859550476	1083	9.014761559456019e-8
52	-7.444273948669434	0.4646117687225342	1072	8.201715928635167e-8
53	-7.444278240203857	0.46461164951324463	1065	7.05104312714866e-8
54	-7.444277286529541	0.4646097719669342	1061	5.991314111497559e-8
55	-7.444276809692383	0.4646095633506775	1067	6.530091667400484e-8
56	-7.4442853927612305	0.46461018919944763	1062	9.971896020033455e-8
57	-7.444281578063965	0.4646093547344208	1051	9.730940320196169e-8
58	-7.444296836853027	0.46460995078086853	1030	4.791189311958988e-8
59	-7.4442830085754395	0.4646087884902954	1056	6.989565548565224e-8
60	-7.444295406341553	0.46460989117622375	1038	8.890603453437507e-8
61	-7.444299221038818	0.4646098017692566	1056	1.3602078752228408e-7
62	-7.444286346435547	0.46460968255996704	1042	4.8874142066779314e-8
63	-7.444286346435547	0.46460896730422974	1060	2.3320794184655824e-8
64	-7.444274425506592	0.4646080434322357	1048	6.704710386884472e-8
65	-7.4442925453186035	0.464608758687973	1034	2.7818781944688453e-8
66	-7.444272994995117	0.4646081328392029	1029	6.009319974964455e-8
67	-7.444278240203857	0.46460819244384766	1042	1.6314517381488258e-7
68	-7.444294452667236	0.46460863947868347	1037	1.540917367037764e-7
69	-7.44428825378418	0.464609295129776	1022	8.593948308543986e-8
70	-7.444288730621338	0.4646093547344208	1012	5.146108250642101e-8
71	-7.444281578063965	0.4646089971065521	998	5.161455263191783e-8
72	-7.444299697875977	0.46460866928100586	1008	7.526963230475303e-8
73	-7.4442853927612305	0.4646076560020447	1010	3.188109332086242e-8
74	-7.444284439086914	0.46460777521133423	980	6.673768382370326e-8
75	-7.444284915924072	0.46460747718811035	1008	4.9462652640386295e-8
76	-7.4442853927612305	0.464607834815979	987	1.1516666376110152e-7
77	-7.444288730621338	0.4646071195602417	997	6.398453678002625e-8
78	-7.444276332855225	0.4646070897579193	984	7.922027123186126e-8
79	-7.444271087646484	0.4646073579788208	987	3.3600240811892945e-8
80	-7.444283962249756	0.46460792422294617	984	3.912078128109897e-8
