# sweep	energy	spin	maxdim	dmrg_maxerr
1	-7.318139553070068	0.6680775880813599	50	6.98658695910126e-5
2	-7.372745513916016	0.6719164848327637	100	3.436477709328756e-5
3	-7.407299041748047	0.6720262765884399	150	2.529853372834623e-5
4	-7.430053234100342	0.6713487505912781	200	1.296470782108372e-5
5	-7.440744876861572	0.6707426309585571	300	1.077590695786057e-6
6	-7.444640636444092	0.6704026460647583	400	9.612406159931197e-8
7	-7.446080684661865	0.6702552437782288	500	1.603004839978439e-8
8	-7.446599006652832	0.6701494455337524	700	1.733731380682002e-9
9	-7.446805000305176	0.6700955629348755	900	3.377527146852799e-10
10	-7.446889877319336	0.6700360178947449	1034	9.995745897661834e-11
11	-7.446990966796875	0.669979989528656	1032	9.999481104250307e-11
12	-7.447030067443848	0.6699347496032715	1022	9.99763882791882e-11
13	-7.44706392288208	0.6698904633522034	1022	1.0508227177297158e-7
14	-7.447108268737793	0.6698423027992249	1027	4.921656682199682e-8
15	-7.4471354484558105	0.6697909235954285	1019	1.174446637719484e-7
16	-7.447169303894043	0.6697429418563843	1035	6.07656929219047e-8
17	-7.447205066680908	0.6696954369544983	1028	1.0834315844476805e-7
18	-7.447235584259033	0.6696521043777466	1028	3.99196196099183e-8
19	-7.447250843048096	0.669599711894989	1028	6.470119728874124e-8
20	-7.4472856521606445	0.6695598363876343	1035	2.520887392165605e-7
21	-7.447302341461182	0.6695161461830139	1034	7.600262108553579e-8
22	-7.447333335876465	0.6694790124893188	1042	1.4524071900723357e-7
23	-7.4473724365234375	0.669435441493988	1034	6.996224755084768e-8
24	-7.447384834289551	0.6694002747535706	1042	9.998340289030239e-8
25	-7.447402477264404	0.6693577170372009	1035	6.416173903289746e-8
26	-7.447414398193359	0.6693202257156372	1011	6.609806035839938e-8
27	-7.447444438934326	0.6692880392074585	1044	3.5774700535284865e-8
28	-7.447469711303711	0.6692456603050232	1047	1.678558447792966e-7
29	-7.447491645812988	0.6692171096801758	1057	3.598106701474535e-8
30	-7.447477340698242	0.6691843867301941	1057	9.305384196522937e-8
31	-7.4475274085998535	0.6691601276397705	1052	6.272322394806906e-8
32	-7.447531223297119	0.6691271066665649	1063	5.58715136378396e-8
33	-7.447541236877441	0.6690981388092041	1046	1.2942200555698946e-7
34	-7.447575569152832	0.6690719127655029	1057	1.6382728063035756e-7
35	-7.44758939743042	0.6690472364425659	1067	1.2785143610472005e-7
36	-7.44757080078125	0.669022262096405	1044	1.1395908217082251e-7
37	-7.4475932121276855	0.6690024733543396	1043	1.64899716992295e-7
38	-7.4476094245910645	0.6689796447753906	1060	1.938225224762391e-8
39	-7.447635173797607	0.6689659357070923	1046	1.0450212784007817e-7
40	-7.447640895843506	0.6689491271972656	1041	1.4356766087075812e-7
41	-7.447643280029297	0.6689355969429016	1060	1.3938560528004018e-7
42	-7.447659492492676	0.6689176559448242	1056	1.0398468219818824e-7
43	-7.447654724121094	0.6689069867134094	1065	8.070878010357774e-8
44	-7.447661399841309	0.6688862442970276	1055	6.448092904065561e-8
45	-7.447694778442383	0.6688820123672485	1045	1.0263762817430688e-7
46	-7.447686195373535	0.6688696146011353	1039	4.275957721233681e-8
47	-7.44769811630249	0.6688598394393921	1040	2.4632612394270836e-7
48	-7.44769287109375	0.6688494682312012	1054	9.463829542255553e-8
49	-7.447693347930908	0.6688401699066162	1033	1.1861822457603921e-7
50	-7.447728157043457	0.66883385181427	1046	6.533071683634262e-8
51	-7.447721004486084	0.6688272953033447	1043	1.1432589985815866e-7
52	-7.447722911834717	0.6688121557235718	1025	5.520421098026418e-8
53	-7.447732448577881	0.6688048243522644	1051	1.853946685059782e-7
54	-7.447723865509033	0.6687989234924316	1035	1.3310523172549438e-7
55	-7.44772481918335	0.6687919497489929	1042	9.950072410447319e-8
56	-7.447747230529785	0.6687885522842407	1039	5.550613479954336e-8
57	-7.447742462158203	0.6687866449356079	1038	1.0198673550121384e-7
58	-7.4477410316467285	0.6687795519828796	1022	6.423889686857365e-8
59	-7.447737216949463	0.6687750816345215	1027	1.4001255976836546e-7
60	-7.44773530960083	0.668766438961029	1031	7.65537890856649e-8
61	-7.447749614715576	0.6687613129615784	1035	9.366904585306202e-9
62	-7.4477410316467285	0.6687535047531128	1020	2.6821584953040656e-8
63	-7.447751045227051	0.668755054473877	1010	1.0215095613830272e-7
64	-7.447747707366943	0.6687563061714172	1023	1.004098209023141e-7
65	-7.447772026062012	0.6687498688697815	1014	2.1776737924028566e-7
66	-7.44775390625	0.6687424182891846	1003	6.416562570166207e-8
67	-7.447765827178955	0.6687403321266174	1039	8.712972032753896e-8
68	-7.447746276855469	0.6687372922897339	1032	6.860155821186709e-8
69	-7.447775840759277	0.6687336564064026	1026	3.9575731136665127e-8
70	-7.447777271270752	0.6687309741973877	1019	1.4744658471954608e-7
71	-7.447762966156006	0.668731153011322	1009	2.412309356714104e-7
72	-7.447780132293701	0.6687300205230713	1006	1.2350616884759802e-7
73	-7.447765350341797	0.6687228679656982	1032	9.460431016350412e-8
74	-7.447770595550537	0.6687221527099609	1042	8.888081737268294e-8
75	-7.447797775268555	0.6687207818031311	1040	8.246567517744552e-8
76	-7.447793006896973	0.6687203049659729	1021	6.346705561099952e-8
77	-7.447788238525391	0.6687209606170654	1028	6.498994054027207e-8
78	-7.4477715492248535	0.6687133312225342	1049	1.6136066705030316e-8
79	-7.4477691650390625	0.6687127351760864	1031	8.726161127015075e-8
80	-7.447783470153809	0.6687108874320984	1028	2.9193442330210928e-8
