# i	2	3	16
1.0	1.3163181097089623e-14	-1.1033689799635746e-13	4.124850599542272e-8
2.0	8.155567115808324e-15	-9.946237466415072e-14	3.6108293929304396e-8
3.0	1.6625203700756055e-11	-4.55098969611421e-13	3.7834845805812346e-14
4.0	7.225592033446944e-12	-9.356473033307589e-13	2.6669052394395814e-14
5.0	-1.4771609033021524e-11	1.4169421612342821e-11	-5.094945780770216e-13
6.0	1.847593028953012e-13	2.561647777534211e-12	-1.0392614553274802e-13
7.0	-1.588126668699877e-11	-7.79275407736589e-12	-2.8937349795176886e-12
8.0	-1.5917269838747308e-13	-2.4553012574728122e-14	-5.917510882490912e-13
9.0	1.2058519999274456e-11	4.2668303036563486e-11	-5.065681672944849e-9
10.0	5.455170480950817e-13	-1.3694181410548884e-12	-5.928626656899428e-10
11.0	-1.6715623012899128e-12	2.8729894617420864e-11	-3.19201374890126e-8
12.0	-1.4322893123842596e-13	1.221905529354785e-12	-6.75596882143962e-9
13.0	2.8900570238975805e-11	-5.349900915208739e-12	2.1534883005583523e-16
14.0	3.1995930334115256e-12	-6.57638504317345e-13	-6.5020841774093865e-15
15.0	3.476375135369122e-12	-7.330046774341101e-13	1.1233463823743665e-13
16.0	1.072079612400047e-12	-8.287434001561779e-13	4.189790127904038e-14
17.0	1.8947105251522612e-13	3.423969185663971e-13	-4.4723738702168493e-14
18.0	4.760665361773374e-13	3.41631725371055e-13	-1.679459017680859e-14
19.0	-1.1298761219129307e-13	-3.7124619823895003e-13	4.654903725545624e-11
20.0	-4.1141548923961384e-13	-1.2148599278537354e-12	7.094570342238231e-11
21.0	3.7047199598683675e-15	-2.891809742489908e-13	4.110360022030267e-10
22.0	4.758593920008319e-14	-1.119469960241712e-12	6.658708667906834e-10
23.0	3.7573357441580213e-13	-5.549399662801524e-14	-5.969617078100819e-15
24.0	-1.5137732718986735e-12	2.5642844226370473e-13	-9.26656988125883e-15
25.0	-1.5919346102022173e-13	6.611824100541735e-14	7.09799019469566e-17
26.0	-5.346132778917161e-13	1.2548022115291647e-13	1.5519001645804906e-16
27.0	-2.0700255002716028e-13	-6.178225530591343e-13	2.6697153126171725e-13
28.0	-2.456221273560275e-13	-7.398119931606028e-13	3.1939600882112347e-13
29.0	2.289494851752449e-13	5.609742777746105e-13	-1.35398908520824e-11
30.0	3.039773116479492e-13	7.473870397025451e-13	-1.7316290994248887e-11
