# sweep	energy	spin	maxdim	dmrg_maxerr
1	-7.321130275726318	0.8259578943252563	50	9.47097796597518e-5
2	-7.371059894561768	0.8255972266197205	100	2.253171260235831e-5
3	-7.404782295227051	0.8252953886985779	150	1.3890385162085295e-5
4	-7.4282755851745605	0.8247087001800537	200	5.955196684226394e-6
5	-7.438223838806152	0.824184775352478	300	4.970097506884485e-7
6	-7.441936016082764	0.823952853679657	400	5.4809174088177315e-8
7	-7.443338871002197	0.8238341212272644	500	6.728355650409412e-9
8	-7.443788051605225	0.8237696290016174	700	4.756485205703598e-10
9	-7.443943023681641	0.823717474937439	825	9.999923805681377e-11
10	-7.444003582000732	0.823675274848938	779	9.999363143053941e-11
11	-7.444040298461914	0.8236337900161743	738	9.999745476108046e-11
12	-7.444071292877197	0.8235958814620972	707	9.982980414546816e-11
13	-7.444090366363525	0.8235585689544678	683	4.797737318540385e-8
14	-7.4441142082214355	0.8235229849815369	675	6.625565163176361e-8
15	-7.444166660308838	0.8234826922416687	674	7.292413073400894e-8
16	-7.444155693054199	0.823447585105896	676	1.256162676099848e-7
17	-7.444157600402832	0.823408305644989	678	9.159953151538502e-8
18	-7.4441680908203125	0.8233731389045715	674	9.36016704145004e-8
19	-7.444221019744873	0.8233282566070557	671	3.240894486111756e-8
20	-7.444221019744873	0.8232923150062561	678	5.550173298729533e-8
21	-7.444225788116455	0.8232520818710327	683	1.0543452333422465e-7
22	-7.444251537322998	0.8232064843177795	674	1.763915946639827e-7
23	-7.444249629974365	0.8231699466705322	686	1.009619623459912e-7
24	-7.444276809692383	0.8231309056282043	680	9.779027720924205e-8
25	-7.444293022155762	0.8230941295623779	674	6.183195466746838e-8
26	-7.444311141967773	0.8230626583099365	679	3.975396722921687e-8
27	-7.444309711456299	0.8230255842208862	681	9.058474859102716e-8
28	-7.444304943084717	0.8229948878288269	670	1.0177922504794878e-8
29	-7.444328784942627	0.8229668140411377	689	8.147307539729809e-8
30	-7.444340705871582	0.8229328989982605	683	9.225367847420785e-8
31	-7.444348335266113	0.8229077458381653	699	1.5557168353552697e-7
32	-7.444360256195068	0.8228809833526611	695	1.5113169382630076e-8
33	-7.444383144378662	0.8228545188903809	686	5.4575867380890486e-8
34	-7.444377422332764	0.8228275775909424	685	3.7983466372182306e-10
35	-7.444399356842041	0.8228020668029785	694	8.704931531156035e-8
36	-7.44437313079834	0.822777509689331	694	3.7333158786623244e-8
37	-7.444408893585205	0.8227540254592896	697	5.911785905254874e-8
38	-7.444412708282471	0.8227311372756958	679	1.198881847130906e-7
39	-7.444423675537109	0.8227095603942871	701	8.218450631147789e-8
40	-7.444435119628906	0.8226865530014038	692	6.947175279492512e-8
41	-7.444441795349121	0.822668731212616	697	1.0733046451605333e-7
42	-7.444457054138184	0.8226442337036133	687	9.946175794084411e-8
43	-7.444458484649658	0.8226274251937866	696	1.6086097787137987e-7
44	-7.444455623626709	0.822608470916748	703	1.0987372434101417e-7
45	-7.444465637207031	0.822589635848999	694	1.4078065646572213e-7
46	-7.444459915161133	0.8225730061531067	696	1.4190429453719844e-7
47	-7.4444756507873535	0.8225588202476501	691	5.5220866101990396e-8
48	-7.444453716278076	0.8225422501564026	684	5.3497085872322714e-8
49	-7.44450044631958	0.8225327730178833	686	1.3035811718964396e-7
50	-7.444477558135986	0.8225167393684387	698	4.371739592556878e-8
51	-7.4444899559021	0.8225047588348389	700	5.15418427937675e-8
52	-7.44451904296875	0.8224916458129883	702	8.301464049509377e-8
53	-7.4445061683654785	0.8224791288375854	687	7.78331141759736e-8
54	-7.444509029388428	0.8224678039550781	685	1.4451782703872595e-7
55	-7.444507122039795	0.8224538564682007	697	6.375430672278526e-8
56	-7.444527626037598	0.8224436044692993	682	9.563694902681164e-8
57	-7.444518566131592	0.8224343061447144	687	3.590971431322032e-8
58	-7.444520473480225	0.8224236965179443	686	8.339625878761581e-8
59	-7.444540977478027	0.8224165439605713	703	3.566551498579429e-8
60	-7.444537162780762	0.8224055171012878	679	7.138665836237124e-8
61	-7.444526672363281	0.8223963975906372	677	1.4758809641080006e-7
62	-7.44453239440918	0.8223878145217896	675	6.55484626577163e-8
63	-7.444565773010254	0.8223817348480225	681	1.148491435287724e-7
64	-7.444533824920654	0.8223704695701599	686	1.9616183521975472e-7
65	-7.444540023803711	0.8223645091056824	692	3.475092569260596e-8
66	-7.444539546966553	0.822356641292572	688	4.183455715178752e-8
67	-7.4445481300354	0.8223503232002258	688	1.1510178410389926e-7
68	-7.4445366859436035	0.8223423361778259	684	3.368556278360302e-8
69	-7.444535255432129	0.8223351240158081	691	7.392367251668475e-8
70	-7.444553852081299	0.8223299384117126	706	8.887404590041115e-8
71	-7.444565296173096	0.8223263621330261	694	4.525995223048085e-8
72	-7.44456672668457	0.8223187327384949	684	1.1507049890724375e-7
73	-7.4445600509643555	0.8223114013671875	681	4.043538837095184e-8
74	-7.444563865661621	0.8223074674606323	666	7.486049469207501e-8
75	-7.444569110870361	0.8223032355308533	673	4.235128514551434e-8
76	-7.444577693939209	0.8222964406013489	682	1.1110365960576019e-7
77	-7.444576263427734	0.8222938179969788	663	5.061592389665748e-8
78	-7.444571018218994	0.8222877979278564	677	1.7557219678110414e-7
79	-7.444569110870361	0.8222847580909729	662	9.642650411478826e-8
80	-7.444594860076904	0.8222827315330505	671	8.135662454833437e-8
