# i	2	3	16
1.0	0.47084123058461225	0.3107230901855331	6.924083661182307e-12
2.0	-0.47084123058461225	-0.3107230901855332	-6.9240580689949914e-12
3.0	-0.3107230901798509	-0.47084123058448923	2.416486029224818e-11
4.0	0.3107230901798508	0.47084123058448923	-2.4164674601906096e-11
5.0	0.11012374929155774	0.3107230901852092	-7.554870646893977e-11
6.0	-0.11012374929155745	-0.3107230901852094	7.554874242723116e-11
7.0	0.11012374933824128	-0.11012374930546132	1.3603860029776697e-10
8.0	-0.11012374933824162	0.11012374930546118	-1.3603844020812235e-10
9.0	-0.3107230901941783	-0.11012374930645276	-3.763349380685831e-11
10.0	0.31072309019417826	0.11012374930645275	3.763353715071106e-11
11.0	0.11012374930623062	0.11012374930623138	0.1145573092064576
12.0	-0.11012374930623094	-0.11012374930623132	-0.11455730920645764
13.0	-0.3107230901854693	-0.31072309018547006	-0.32224740972632315
14.0	0.31072309018546923	0.31072309018547	0.32224740972632343
15.0	0.4708412305845211	0.47084123058452276	0.49029164075152887
16.0	-0.4708412305845212	-0.4708412305845227	-0.4902916407515287
17.0	-0.3107230901854235	-0.3107230901854248	-0.3222474097262683
18.0	0.31072309018542366	0.31072309018542466	0.3222474097262687
19.0	0.11012374930621213	0.11012374930620972	0.11455730920642439
20.0	-0.11012374930621216	-0.11012374930620988	-0.11455730920642437
21.0	7.938451907605102e-12	7.933983400114258e-12	7.93353536584836e-12
22.0	-7.938505288654987e-12	-7.93409874101623e-12	-7.933549227115952e-12
23.0	2.3972536255213077e-11	2.398776739650953e-11	2.3976343231005346e-11
24.0	-2.397239233162588e-11	-2.3987895683949057e-11	-2.3976261318661567e-11
25.0	-7.599893642566991e-11	-7.601530110085802e-11	-7.599759916144261e-11
26.0	7.599892889153226e-11	7.601548255957419e-11	7.599762092463335e-11
27.0	1.369930236810221e-10	1.3700463996344695e-10	1.369914993108593e-10
28.0	-1.3699297667979825e-10	-1.370047648307934e-10	-1.3699161240653594e-10
29.0	-3.830329431506802e-11	-3.8308303039132594e-11	-3.829827180007925e-11
30.0	3.8303342226690957e-11	3.830830475539125e-11	3.8298251938232936e-11
