# i	2	3	16
1.0	4.709294172759637e-33	9.246814251544183e-31	0.0
2.0	2.69439828661703e-32	-9.003408013934077e-31	0.0
3.0	7.909236294655365e-15	2.2735410146911564e-18	-1.8967614055962647e-15
4.0	1.0025959273780637e-14	6.371179019403756e-17	-1.9072771122397175e-15
5.0	3.1606941813449284e-16	-4.9938327758265326e-15	-2.038918462916016e-14
6.0	3.705890993307475e-16	-6.1507925198054545e-15	-2.0420354359926244e-14
7.0	2.706826281382579e-14	2.707749193944896e-15	5.235823062659997e-16
8.0	2.5465745031939524e-14	2.714570734824318e-15	4.323815397323907e-16
9.0	-9.491565741370013e-50	0.0	0.0
10.0	1.0846902031101692e-48	0.0	0.0
11.0	9.31387692070393e-16	7.395341119776198e-15	0.0
12.0	8.602436466058211e-16	7.003756970772561e-15	0.0
13.0	9.69922452374741e-17	5.501722864215177e-16	-1.4843455987996073e-15
14.0	1.0401221992238485e-16	4.11266404383583e-16	-1.216926634681358e-15
15.0	1.6244194013111242e-14	5.944095996346833e-13	1.0625556324939593e-16
16.0	5.8131819254396535e-15	2.113652765206299e-13	8.902813446621125e-18
17.0	5.3084339183778135e-15	-2.1726995783758345e-14	1.6212173142591942e-15
18.0	6.473517560697463e-15	-2.7056382368556075e-14	2.028309345407168e-15
19.0	-5.838767779989379e-32	0.0	0.0
20.0	-6.142513157843057e-32	0.0	0.0
21.0	7.082725960195108e-17	1.4756029940218957e-16	0.0
22.0	5.765835862129009e-17	1.2599963863773582e-16	0.0
23.0	-5.440141080100787e-15	3.780285593505362e-15	-1.0826557816691485e-15
24.0	-5.579704768927709e-15	3.78419950499433e-15	-1.0027839083643296e-15
25.0	-4.636883208676922e-14	-7.441440894615638e-15	5.5602778904832656e-14
26.0	-4.6367690615174416e-14	-7.400929863169711e-15	5.548916247863239e-14
27.0	-1.9689184194593076e-15	9.548213251035741e-14	1.4968797330120562e-13
28.0	-2.123565880647045e-15	9.539115514250372e-14	1.4958607100757044e-13
29.0	-3.391886522125907e-17	0.0	0.0
30.0	-2.5113718363703733e-16	0.0	0.0
