# sweep	energy	spin	maxdim	dmrg_maxerr
1	-7.299818992614746	0.6790040135383606	50	0.00011714950232999399
2	-7.364978790283203	0.6722635626792908	100	4.1658982809167355e-5
3	-7.393258094787598	0.6716802716255188	150	5.405902265920304e-5
4	-7.421976089477539	0.6717872023582458	200	4.9689129809848964e-5
5	-7.437171936035156	0.6712522506713867	300	1.1950295629503671e-5
6	-7.4428277015686035	0.6708790063858032	400	3.3090027500293218e-6
7	-7.445021152496338	0.6706622838973999	500	9.112803809330217e-7
8	-7.445930004119873	0.6705439686775208	700	8.738790313600475e-8
9	-7.446362495422363	0.6704370975494385	900	9.309635728982357e-9
10	-7.446596622467041	0.6703674793243408	1200	8.433029830001715e-10
11	-7.446704387664795	0.6703012585639954	1538	9.992337512976235e-11
12	-7.446816444396973	0.670240044593811	1464	9.99962820880107e-11
13	-7.44688081741333	0.6701809167861938	1435	1.0845671027936987e-7
14	-7.446923732757568	0.6701257228851318	1420	1.721365627815885e-8
15	-7.446959495544434	0.6700655221939087	1375	1.6912449041228683e-7
16	-7.447020053863525	0.6700046062469482	1335	4.899839467498168e-8
17	-7.447059631347656	0.6699365377426147	1356	1.3491050765424006e-7
18	-7.447103977203369	0.669869601726532	1343	6.3251796689201e-8
19	-7.447150707244873	0.6697994470596313	1305	6.94363464504022e-8
20	-7.447175025939941	0.6697367429733276	1352	5.7501008399185594e-8
21	-7.447221755981445	0.6696634292602539	1340	1.2241744684615696e-7
22	-7.4472432136535645	0.6696081161499023	1376	5.758199250749385e-8
23	-7.447277545928955	0.6695432066917419	1345	6.394745355464693e-8
24	-7.447305679321289	0.6694852709770203	1308	4.821253440923101e-8
25	-7.447340488433838	0.6694326400756836	1370	4.4714219882280304e-8
26	-7.4473652839660645	0.6693670749664307	1309	1.083384404410026e-7
27	-7.447399139404297	0.669318437576294	1373	1.0408147943508084e-7
28	-7.44742488861084	0.6692683100700378	1358	4.5410391891209656e-8
29	-7.447446346282959	0.6692192554473877	1337	6.346312630967077e-8
30	-7.447473526000977	0.6691746115684509	1380	6.169238986331038e-8
31	-7.447487831115723	0.6691341996192932	1317	6.20145854668408e-8
32	-7.447519779205322	0.6690956950187683	1403	3.841304518914512e-8
33	-7.44755744934082	0.6690544486045837	1423	7.254023159930512e-8
34	-7.447551727294922	0.669022262096405	1380	1.43652343354006e-7
35	-7.447566509246826	0.6689926981925964	1405	4.9121773315619066e-8
36	-7.447593688964844	0.6689635515213013	1427	1.8450320382612517e-8
37	-7.447604656219482	0.6689413189888	1389	2.2656088560779608e-8
38	-7.447625637054443	0.6689191460609436	1392	9.197294303930903e-8
39	-7.447633266448975	0.66889888048172	1314	2.2766698748455383e-8
40	-7.447640895843506	0.6688814759254456	1431	7.125706247279595e-8
41	-7.447662353515625	0.6688665151596069	1418	3.9376018001746615e-9
42	-7.447655200958252	0.6688463091850281	1407	8.93035903004602e-8
43	-7.447678565979004	0.6688315868377686	1369	9.8433483586291e-9
44	-7.447702407836914	0.6688238382339478	1402	1.0177684117707031e-7
45	-7.447676181793213	0.6688124537467957	1400	7.921812539279927e-9
46	-7.447691440582275	0.6688030362129211	1343	9.635266451368807e-8
47	-7.447700023651123	0.6687917113304138	1344	8.653626792920477e-8
48	-7.44769811630249	0.6687854528427124	1395	9.396924838256382e-8
49	-7.447709560394287	0.6687769293785095	1347	3.126920589124893e-8
50	-7.4477105140686035	0.6687710881233215	1364	7.000377877375286e-8
51	-7.4477128982543945	0.6687648892402649	1399	1.953433894641421e-7
52	-7.447716236114502	0.6687601208686829	1289	1.1041026226621398e-7
53	-7.4477362632751465	0.6687554121017456	1375	5.8093874599762785e-8
54	-7.447718620300293	0.6687477827072144	1369	6.639974969857576e-8
55	-7.447720050811768	0.6687440872192383	1346	6.967229637666605e-8
56	-7.44773006439209	0.66874098777771	1388	7.49117106124686e-8
57	-7.447747230529785	0.6687396764755249	1385	2.079763135043322e-7
58	-7.447727203369141	0.6687362790107727	1305	1.8799763523702495e-8
59	-7.447746753692627	0.6687310338020325	1332	1.3861433956208202e-7
60	-7.447755336761475	0.6687293648719788	1357	3.797230974100785e-8
61	-7.44774866104126	0.6687269806861877	1363	3.4469368870304606e-7
62	-7.4477434158325195	0.6687228083610535	1376	8.129447337523743e-8
63	-7.4477362632751465	0.6687217354774475	1381	2.3561209872013933e-8
64	-7.447742462158203	0.6687195897102356	1308	6.932643259460747e-8
65	-7.447758674621582	0.6687188148498535	1350	2.8558647002796533e-8
66	-7.447742462158203	0.6687142848968506	1363	8.449552524325554e-8
67	-7.447747230529785	0.6687136888504028	1346	8.005826401813465e-8
68	-7.4477362632751465	0.6687120795249939	1306	6.041070577111896e-8
69	-7.447744846343994	0.6687107682228088	1307	8.626010838952425e-8
70	-7.447737693786621	0.6687087416648865	1343	5.9457740064772224e-8
71	-7.447726726531982	0.668706476688385	1336	1.0963588437107319e-7
72	-7.447758197784424	0.6687082648277283	1347	9.00954120197639e-8
73	-7.447747230529785	0.6687074303627014	1337	7.798966805694363e-8
74	-7.4477620124816895	0.6687070727348328	1352	2.0393160937715038e-8
75	-7.447758197784424	0.6687054634094238	1328	4.698945588188508e-8
76	-7.4477643966674805	0.668705403804779	1317	8.201959644793533e-8
77	-7.44775390625	0.6687033176422119	1342	5.2921773630032476e-8
78	-7.447761535644531	0.6687023043632507	1325	3.409923010622151e-8
79	-7.447752952575684	0.6687009334564209	1304	1.28335997828799e-7
80	-7.447751045227051	0.6687011122703552	1293	1.6660801804846415e-7
