# i	21
1.0	0.009990351274609566
2.0	2.9556451409007423e-5
3.0	5.0244929298060015e-5
4.0	3.027201046279515e-6
5.0	1.6280368981824722e-6
6.0	-1.942223661899334e-6
7.0	-1.1787008133978816e-6
8.0	-4.552881728159264e-5
9.0	0.0038646510802209377
10.0	3.133899781460059e-6
11.0	3.34059177475865e-6
12.0	6.415622920030728e-6
13.0	8.748418622417375e-6
14.0	-1.1090729685747647e-6
15.0	-1.7123079487646464e-6
16.0	0.0003372747451066971
17.0	-0.0063359360210597515
18.0	-9.833927379077068e-7
19.0	-1.2905014727948583e-6
20.0	-0.28790706396102905
21.0	-0.3264164626598358
22.0	1.5801672361703822e-6
23.0	1.277342335015419e-6
24.0	0.006497854366898537
25.0	0.00013638180098496377
26.0	-3.682449118969089e-7
27.0	-6.692945362374303e-7
28.0	2.7104740638606017e-6
29.0	2.334960754524218e-6
30.0	8.844961030263221e-7
31.0	1.050488890541601e-6
32.0	-0.0627029538154602
33.0	-1.967571552086156e-5
34.0	2.226483957201708e-7
35.0	5.028459213463066e-7
36.0	1.2292923656787025e-6
37.0	1.5925033949315548e-6
38.0	-3.579730446290341e-6
39.0	-3.5845562251779484e-6
40.0	-0.05469517037272453
