# i	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
1.0	0.2500000079020569	6.353632714873531e-6	4.161768945539542e-6	1.3486130160631242e-7	3.285914995355607e-7	-5.6075205290331e-7	-1.9203906590645386e-7	8.248363778366242e-6	-6.061725926324608e-6	-1.0809621862374608e-7	-7.90071511446366e-8	-2.480562317255493e-7	-2.873804588670128e-8	-7.730426646591058e-9	-2.0504084445263247e-8	0.0001825932050244876	-2.56774065340241e-6	7.702897673010634e-9	7.155904103431018e-9	-0.005991330272347313	-0.004738273290489669	-5.4775933804022026e-9	-2.3679903793025203e-9	0.001958319479131696	3.1489045236192175e-8	-9.860648806333099e-9	-6.911041536847382e-9	1.7206319177911827e-8	6.067118828330647e-9	-3.5025670583398e-8	-2.7177054086715332e-8	-0.00014281771302988985	-9.298493423707307e-8	2.3897410963340335e-8	2.8953366742402874e-8	3.122139063562035e-8	3.675950752382633e-8	-5.5791978336615844e-8	-2.4849639325324525e-8	-7.436160099379754e-5
2.0	6.353632714873531e-6	0.2499999578807909	0.128520218920119	3.135969627775454e-7	2.545031571685281e-7	-8.298858798398488e-7	-4.465610743591489e-7	2.813084116998764e-7	4.993115117498372e-6	1.2267486182303451e-6	4.066833080556889e-7	-5.2197236416158864e-8	-1.5674880165098901e-7	-5.414260488697394e-11	-1.3729848953191093e-10	5.630567757056541e-8	1.0850628004117323e-6	1.0017202458449219e-10	3.15173175386118e-10	-6.633793724519262e-6	-5.19686955343156e-6	9.410520150613162e-12	1.217235186484715e-11	9.146357469347485e-7	2.8937334143381263e-7	-1.026818732004091e-11	-7.82143557115039e-12	1.410831022101003e-11	2.6657081567926857e-12	-5.248140170257328e-11	-4.236854802074093e-11	-3.490128889987316e-7	1.1275670486258073e-7	3.0853936473225633e-11	3.5337762360746724e-11	1.811957428214134e-11	2.786369516917577e-11	-4.661973673241745e-11	-1.4308323271442751e-11	-6.046918863381319e-8
3.0	4.161768945539542e-6	0.128520218920119	0.2500000061371769	-5.86251067770087e-7	-6.023834468721903e-7	-2.3879805807082687e-6	-1.2754032307858015e-6	3.690663433693609e-7	1.1121187454817729e-6	-1.5599345464445066e-7	-4.202151940025907e-7	-2.3762020179517417e-7	-2.947201220421951e-7	-1.5787781794408652e-10	-1.5893907040896395e-10	1.2230714102227574e-7	1.8361858934228391e-6	-1.2418024606710463e-9	-1.3177191624997756e-9	-1.2620852393155974e-5	-9.892464379934557e-6	2.231780948073111e-11	2.5663384916253935e-11	1.7320655922082596e-6	1.5889018251599292e-7	-1.9677367967340696e-11	-1.3581846353393335e-11	1.9427046156210492e-11	2.7392277398257723e-13	-9.84338915924267e-11	-7.983817606355972e-11	-7.032468531374552e-7	4.39351141772495e-8	5.1406334619699413e-11	6.276618207352125e-11	3.539731363966119e-11	5.295142425454519e-11	-7.640889306223086e-11	-2.2750656449785678e-11	-1.135255126876986e-7
4.0	1.3486130160631242e-7	3.135969627775454e-7	-5.86251067770087e-7	0.2499999096499546	0.13096621621638735	-1.9455087447078953e-6	-1.1560047206722568e-6	-1.2056974871637256e-6	-1.778280972102378e-6	-2.723524249114654e-7	-3.2307231050590743e-7	2.3041179691924763e-6	1.5936270133443281e-6	-3.639104303843229e-9	-5.657821294881599e-9	2.743090368260396e-7	8.957209552891094e-7	-2.113096726454437e-10	-4.068776490736601e-10	-3.4061772854264e-6	-2.664532529858303e-6	3.9889333864415424e-12	6.419855493633203e-12	7.581452943996074e-7	-6.346897414795514e-7	-2.59856222866628e-12	-2.3859845370028484e-12	1.6465127894746412e-11	9.59588573519091e-12	-2.570782451094894e-11	-2.127698377410082e-11	-1.6916984594194425e-7	-2.548565911392506e-8	1.3723175623378208e-11	1.5751559952324385e-11	1.3677005365341011e-11	1.8169830504612866e-11	-3.035893139757032e-11	-1.0296117255200839e-11	-3.667883775968961e-8
5.0	3.285914995355607e-7	2.545031571685281e-7	-6.023834468721903e-7	0.13096621621638735	0.2499998991982585	-3.6511382886719936e-6	-1.5660371553213288e-6	-1.7431314946959354e-6	-2.788271841285255e-7	-4.6419629590074537e-7	-4.1477221350176086e-7	3.181563194466102e-6	2.2557350581287255e-6	4.0759726590465385e-9	4.0663104472454575e-9	5.354775233394513e-7	1.0180558210458014e-6	-4.907841588192714e-10	-7.439210752315353e-10	-4.054433359375656e-6	-3.141483937383433e-6	1.000172120014971e-11	6.479462225585517e-12	1.2290429221076486e-6	-4.209672191934523e-7	-4.201957667503794e-12	-4.187763837471717e-12	1.082271314546889e-11	1.955070312811606e-12	-3.370425656116819e-11	-2.683939616522635e-11	-1.8938096001607627e-7	-2.5707173885724035e-8	1.993558864721294e-11	2.1048886184858198e-11	1.5294232493619895e-11	2.1569262289254575e-11	-2.814550406229429e-11	-8.473488840069141e-12	-4.2287401754296087e-8
6.0	-5.6075205290331e-7	-8.298858798398488e-7	-2.3879805807082687e-6	-1.9455087447078953e-6	-3.6511382886719936e-6	0.24999987408734756	0.12157308258175016	9.672645949663864e-7	-9.786302178370679e-7	-5.693745153468634e-7	-3.6824597669378695e-7	1.9395501676020238e-8	3.4592422582136704e-7	6.9787271725691075e-9	-5.702108450409163e-9	1.5711757853855006e-7	-1.5724069163488213e-8	-8.629923473552381e-10	-1.2589998986813317e-9	1.0677536471559265e-7	1.0349153514935043e-7	8.515055633442798e-12	4.195258760299065e-12	1.7442427480638657e-8	9.018019510804061e-8	-3.756283421332098e-13	-2.2564059742075846e-12	4.1372440261889875e-13	-8.937393085660302e-13	7.70344406291172e-12	6.270676450894676e-12	2.020122224069024e-8	4.459235503535236e-9	-3.5575131334120747e-13	-5.692277798448896e-13	-3.5324700184439537e-12	-1.0757300714210116e-12	2.3775927726957266e-12	1.1206810990676647e-12	7.992343932898584e-10
7.0	-1.9203906590645386e-7	-4.465610743591489e-7	-1.2754032307858015e-6	-1.1560047206722568e-6	-1.5660371553213288e-6	0.12157308258175016	0.24999983906566847	2.4440162269085483e-6	-4.590142370025369e-7	-4.097893202613216e-7	-2.3108209309407354e-7	7.801829337801059e-8	2.6355810912792557e-7	2.2386741017880085e-8	5.7519315875641225e-9	1.5557612398510338e-7	-2.4757206208578426e-8	-1.3883584815237389e-9	-2.059560961763029e-9	-1.6494316566150945e-7	-1.6612142092187818e-7	-8.353160698448863e-13	-1.7333276295380753e-13	1.3440374636018718e-7	5.374643587718581e-8	-2.960050750825197e-12	-3.052920763725194e-12	-2.1462294466413946e-12	-2.22692064492608e-12	6.15219510956667e-12	3.739713414865419e-12	-1.108789623733742e-8	-2.8898078865451808e-9	1.5661773042708766e-12	2.443605381891559e-12	-3.731420849162393e-12	-7.9473041404105e-13	-3.6007337587244333e-13	-1.0551579185496485e-12	-2.473499884573835e-9
8.0	8.248363778366242e-6	2.813084116998764e-7	3.690663433693609e-7	-1.2056974871637256e-6	-1.7431314946959354e-6	9.672645949663864e-7	2.4440162269085483e-6	0.2499998662776964	-0.002191248312496069	-6.476132237507115e-8	6.482833383834744e-8	2.2339672692292756e-7	6.549452506610532e-7	3.691533296197759e-8	8.169890320198976e-8	1.7463430894547208e-7	0.0009967872119535535	-7.461134456515368e-9	3.146195889839438e-10	-7.628817590185938e-6	-3.479850718693491e-5	-1.4137753796239394e-8	-1.0446751639298763e-8	9.09580590278844e-9	-0.0002957834747164293	-2.9080801067364094e-9	-1.4649315175651014e-8	4.7725140110238496e-8	3.128152483542809e-8	1.0443320594802836e-7	1.3430937541916902e-7	-5.545823871213793e-8	6.960481915991849e-5	-1.4494012564192038e-8	-5.5456336158970245e-9	-4.696282678765281e-8	-5.16091415311511e-8	-3.665985539024996e-8	-8.001331014371362e-8	5.228938298240907e-8
9.0	-6.061725926324608e-6	4.993115117498372e-6	1.1121187454817729e-6	-1.778280972102378e-6	-2.788271841285255e-7	-9.786302178370679e-7	-4.590142370025369e-7	-0.002191248312496069	0.24999985951011716	-2.1501077992688855e-7	-3.484332941287166e-7	1.8942631443388987e-7	3.783337603922507e-7	-1.2075241244413615e-7	-1.2182800898435583e-7	-0.0015251316385721998	-8.957745877374596e-6	4.418092225746961e-8	3.7701615444168946e-8	-0.03134935640353685	-0.024784597994658573	3.963815920784118e-9	2.6025623440194268e-8	0.0012960636882752975	-2.0284360114654863e-7	-5.0619422434319036e-8	-2.9602164382724547e-8	1.9067840718151562e-7	1.2011558495192073e-7	-2.1232361679317073e-7	-1.8386879612310517e-7	-0.0018023070346472976	-3.5489631134040522e-9	7.069818499215192e-8	1.1411682263478262e-7	1.3611433613411345e-7	1.6029971874523654e-7	-4.079561824927875e-7	-2.0765722003138762e-7	-0.00036901600778184614
10.0	-1.0809621862374608e-7	1.2267486182303451e-6	-1.5599345464445066e-7	-2.723524249114654e-7	-4.6419629590074537e-7	-5.693745153468634e-7	-4.097893202613216e-7	-6.476132237507115e-8	-2.1501077992688855e-7	0.24999982529732634	0.12402852360684188	-1.1660213322959211e-7	-6.870209664516344e-8	9.043399569808065e-11	4.38436433659495e-11	-9.967358512225323e-10	-1.899582399893115e-7	1.1422227014442849e-8	1.3050447961740526e-8	7.312911806881131e-7	5.658428276746837e-7	-2.7975135147465707e-12	-2.434750541738187e-12	-1.1287106973143805e-7	3.2328283593971264e-9	1.189722707012213e-12	4.482698048890627e-13	-2.5432230856679726e-12	-1.2303349424252806e-12	5.289144182069237e-12	4.520275090789261e-12	5.6918384381721615e-8	8.9261983571455e-9	-2.6407353684990055e-12	-3.6152753501054922e-12	-2.08868426030829e-12	-3.240188961587961e-12	7.140157166814096e-12	3.252214522049259e-12	7.046749826184746e-9
