# sweep	energy	spin	maxdim	dmrg_maxerr
1	-7.326061248779297	0.6730197072029114	50	3.114634091616608e-5
2	-7.378036022186279	0.6722409725189209	100	2.2498416001326405e-5
3	-7.410254955291748	0.6727298498153687	150	1.6818856238387525e-5
4	-7.4310712814331055	0.6718572974205017	200	1.0608530828903895e-5
5	-7.440405368804932	0.6710110902786255	300	1.2849537824877189e-6
6	-7.444177150726318	0.6706051826477051	400	1.2441464036783145e-7
7	-7.445732593536377	0.6704096794128418	500	2.3875275090290415e-8
8	-7.4463653564453125	0.6703087687492371	700	1.7208940938928663e-9
9	-7.446643829345703	0.6702443957328796	900	3.7377081985034977e-10
10	-7.446798801422119	0.6701908707618713	1025	9.999440164776274e-11
11	-7.4468841552734375	0.6701440811157227	998	9.999562289308983e-11
12	-7.446917533874512	0.6701028347015381	983	9.997315475462898e-11
13	-7.446956157684326	0.6700615286827087	960	5.757977916687196e-8
14	-7.44699764251709	0.6700222492218018	942	4.611328918713298e-8
15	-7.44705057144165	0.6699765920639038	923	1.2630088974674436e-7
16	-7.447056293487549	0.6699354648590088	929	1.9885456481461006e-7
17	-7.447099685668945	0.6698899865150452	931	6.50313296546301e-8
18	-7.447124004364014	0.6698365807533264	906	1.0788746607204303e-7
19	-7.447169780731201	0.669788122177124	924	1.503095319321801e-7
20	-7.447175979614258	0.6697431802749634	938	1.2212332478611643e-7
21	-7.447202682495117	0.6696900725364685	920	1.1049152703890286e-7
22	-7.4472336769104	0.6696456670761108	958	8.575852206149648e-8
23	-7.447267532348633	0.6695937514305115	949	4.32093258950772e-8
24	-7.447275161743164	0.6695472598075867	951	1.1066685345895166e-7
25	-7.447317123413086	0.6694937944412231	924	4.374918205485301e-8
26	-7.44733190536499	0.6694474220275879	970	1.1949788358833757e-7
27	-7.447359085083008	0.6694005131721497	968	2.1501926994460518e-7
28	-7.4473958015441895	0.6693559288978577	942	9.306475590165064e-8
29	-7.447391986846924	0.6693071722984314	1011	1.767049582213076e-7
30	-7.4474287033081055	0.6692728400230408	977	1.0468494338056189e-7
31	-7.447462558746338	0.6692323088645935	985	9.802414524529013e-8
32	-7.447473526000977	0.6691955924034119	947	1.1095811203176709e-7
33	-7.447499752044678	0.669157087802887	981	3.717438090689029e-8
34	-7.44752311706543	0.6691218614578247	987	5.623789434139326e-8
35	-7.447526931762695	0.6690919995307922	977	5.16605602740583e-8
36	-7.4475483894348145	0.6690590977668762	1015	1.1334524430139936e-7
37	-7.447566509246826	0.6690341234207153	1003	1.3140248711351887e-7
38	-7.447585582733154	0.6690094470977783	956	2.0162655545163943e-8
39	-7.447583198547363	0.6689804196357727	1008	2.7074644748381615e-8
40	-7.447622299194336	0.6689614057540894	1010	8.208849067159463e-8
41	-7.447625160217285	0.6689358353614807	1005	2.0300150538332673e-7
42	-7.447634696960449	0.6689179539680481	951	6.020101750436879e-8
43	-7.447648048400879	0.6688989400863647	1005	2.8752607406090647e-8
44	-7.4476447105407715	0.6688873767852783	1034	6.534044416639517e-8
45	-7.447653293609619	0.6688692569732666	965	4.0516209054430874e-8
46	-7.447672367095947	0.6688567399978638	1021	1.6194262286717276e-7
47	-7.447661399841309	0.6688448190689087	985	8.015364727498309e-8
48	-7.447682857513428	0.6688346862792969	1011	2.650492945122096e-7
49	-7.447686672210693	0.6688262820243835	951	1.2556021999898803e-7
50	-7.447675704956055	0.6688135862350464	1006	3.452199948128509e-8
51	-7.4477105140686035	0.6688079833984375	1017	2.3995301035029115e-7
52	-7.447682857513428	0.6687999963760376	960	5.514015199992173e-8
53	-7.4477009773254395	0.6687912940979004	997	2.0337105866019556e-7
54	-7.447708606719971	0.6687852740287781	996	7.087452758014479e-8
55	-7.447725772857666	0.6687790155410767	1011	5.715359563396305e-8
56	-7.447701930999756	0.6687719821929932	966	5.702406724594766e-8
57	-7.447709083557129	0.6687663793563843	998	5.1820393309753854e-8
58	-7.447714328765869	0.6687626242637634	1001	9.958447577673724e-8
59	-7.447734355926514	0.6687583923339844	993	1.5049936052946578e-7
60	-7.4477458000183105	0.6687554717063904	1003	1.815659089743349e-7
61	-7.447728633880615	0.6687516570091248	973	5.038893036157788e-8
62	-7.447748184204102	0.6687463521957397	1011	4.968556766016263e-8
63	-7.447762489318848	0.6687453985214233	1005	8.194619027790395e-8
64	-7.4477434158325195	0.6687425374984741	985	9.829084746115768e-8
65	-7.447755336761475	0.6687384247779846	998	3.4219320710349166e-9
66	-7.447771072387695	0.6687357425689697	995	1.195883925220187e-8
67	-7.447754383087158	0.6687343120574951	997	1.2257982007213286e-7
68	-7.447754383087158	0.6687313318252563	976	1.4620609611881719e-8
69	-7.44775390625	0.6687275767326355	1002	4.0056203687299785e-8
70	-7.447756290435791	0.6687248349189758	1010	1.4668168546450033e-7
71	-7.447776794433594	0.6687245965003967	994	9.554312896398187e-8
72	-7.447751045227051	0.6687209606170654	994	3.9742872104397975e-8
73	-7.447757720947266	0.6687199473381042	984	4.5178630614373105e-8
74	-7.447773456573486	0.6687194108963013	999	9.295839475953471e-8
75	-7.447744846343994	0.6687167286872864	973	1.0374395564838323e-8
76	-7.447767734527588	0.6687153577804565	997	1.265142515194384e-7
77	-7.447765350341797	0.6687129735946655	980	4.242168571977345e-8
78	-7.447760105133057	0.6687115430831909	995	5.3627164930958315e-8
79	-7.447778701782227	0.668712854385376	998	1.2570352225793613e-7
80	-7.447776794433594	0.6687107086181641	967	1.458025735701085e-7
