# i	15
1.0	0.15820825049793213
2.0	0.10711872450808102
3.0	2.8231002149881057e-7
4.0	1.956388565635647e-7
5.0	3.522667342708056e-8
6.0	4.285301894588008e-8
7.0	0.00032983083439331657
8.0	0.00026311074558811815
9.0	7.135199313031484e-8
10.0	6.938411597237583e-8
11.0	2.9589125289568655e-7
12.0	4.776972474057122e-7
13.0	0.24236038209144975
14.0	0.16495198183809695
15.0	0.00023922252590709812
16.0	0.0006582874953170808
17.0	-7.929273819083562e-9
18.0	-1.650420508765571e-8
19.0	3.6924874133623734e-7
20.0	2.5819013545941217e-7
21.0	-5.3295298728152215e-9
22.0	-6.944104548323171e-9
23.0	-0.0026847441536041274
24.0	-0.003143387426155707
25.0	6.709141336830016e-8
26.0	7.12966566548956e-8
27.0	-4.274754871475949e-7
28.0	-5.977986753920653e-7
29.0	-0.14843280782214263
30.0	-0.23175408544420342
