# i	2	3	10	9
1.0	0.46568438485301095	0.3394459005084647	1.0822732759833953e-14	1.0420685437337616e-14
2.0	-0.46568438485301095	-0.33944590050846474	-1.0874914884024796e-14	-1.0447104333181835e-14
3.0	-0.3781885949476207	-0.4728350919583924	-1.2565458439004946e-14	-1.1296192704184802e-14
4.0	0.37818859494762064	0.4728350919583923	1.250230826053381e-14	1.1241111432226662e-14
5.0	0.2773500981126146	0.33944590050846635	9.262454301378731e-15	7.356511216539949e-15
6.0	-0.2773500981126145	-0.33944590050846646	-9.362028507891581e-15	-7.283056805438702e-15
7.0	1.0129284983057519e-14	1.1108755001076067e-14	-0.3394459005084626	0.339445900508464
8.0	-1.0213019917048353e-14	-1.097949956952669e-14	0.33944590050846263	-0.33944590050846407
9.0	-1.2094712126423219e-14	-1.1720556262839841e-14	0.47283509195839124	-0.47283509195839213
10.0	1.1897395294526091e-14	1.1551997741879766e-14	-0.47283509195839135	0.47283509195839224
11.0	9.498557072899826e-15	8.583470681844888e-15	-0.339445900508462	0.3394459005084659
12.0	-9.473050810354097e-15	-8.566568197765713e-15	0.3394459005084621	-0.339445900508466
13.0	9.584073112816613e-15	1.3073436078228191e-14	7.842729029827743e-15	1.0351784443476384e-14
14.0	-9.584197276992342e-15	-1.3086587490483842e-14	-7.918677433123283e-15	-1.0353606313182182e-14
15.0	-1.1188499641755505e-14	-1.4002371831397839e-14	-8.852914726587448e-15	-1.1267620738820531e-14
16.0	1.1093377730360474e-14	1.3982958695087938e-14	8.717556171273587e-15	1.106858124581625e-14
17.0	9.577285777042095e-15	1.0910976808777717e-14	6.655664382897482e-15	8.20400926133892e-15
18.0	-9.584073112816613e-15	-1.0899940826190199e-14	-6.6587195528797315e-15	-8.067857709642983e-15
