# i	2	3	10	9
1.0	-1.145691125157029e-22	-3.3208176842975456e-21	5.746739022840315e-20	-1.5902686294150193e-22
2.0	-3.016037492002362e-22	-4.175475239801239e-21	4.265450835700929e-20	-1.1510388590768528e-22
3.0	-3.591468883083265e-18	4.2507834308287187e-17	8.090772241349728e-19	4.602754915657156e-17
4.0	-6.108809246082351e-17	1.0354145663320553e-16	1.3533336804128698e-18	9.017232855389374e-18
5.0	0.0	-1.470891263109837e-23	0.0	-6.170655301155087e-17
6.0	0.0	-1.8788554405062232e-23	0.0	-4.475997741082272e-16
7.0	4.247907238712724e-15	3.513199976408327e-14	3.8261997938452145e-20	2.2223430213233264e-15
8.0	3.875322027316593e-15	3.076393424646793e-14	-3.976896157000287e-21	1.7042891827718224e-15
9.0	-7.440497364578987e-17	1.0493742033173e-15	1.521888182042144e-17	-1.7308645127200664e-17
10.0	-8.210096515187851e-17	1.0949374008575838e-15	2.7040962049862834e-17	-6.034167586566383e-17
11.0	0.0	-1.3496181483856555e-16	0.0	0.0
12.0	0.0	-1.7215765037211084e-16	0.0	0.0
13.0	-3.763903199616674e-19	2.936973968374722e-14	2.6286539098540054e-14	1.9365214295756846e-13
14.0	-4.424325773487293e-19	2.566018646692235e-14	2.2884087433939783e-14	1.6879962181573898e-13
15.0	-1.4150002815850803e-16	1.6035306306732365e-15	-1.0582014743300113e-16	-1.9898610492416433e-15
16.0	-2.187108067559607e-16	1.6037190325307132e-15	-1.3888389192561091e-16	-1.9461585126794433e-15
17.0	0.0	-2.1317190826540983e-17	0.0	0.0
18.0	0.0	-6.421718597317456e-17	0.0	0.0
