# i	82	2
1.0	1.49238676971919e-9	3.307534193189299e-5
2.0	9.51852256736441e-10	1.0568833064508731e-5
3.0	-1.0152642615501864e-13	8.193771177583643e-5
4.0	-7.811047815498019e-14	6.304658357053275e-5
5.0	1.6197610409414608e-14	1.1609426859015663e-9
6.0	1.6363508350169924e-14	1.1505473299243285e-9
7.0	3.562224565090179e-8	3.496247382917365e-9
8.0	2.0613713163149084e-8	3.806153943970797e-9
9.0	3.5060533670154304e-9	-1.0278947583612697e-7
10.0	2.7879951076962096e-9	-9.202365134546705e-8
11.0	3.455774957095117e-10	4.818716657305439e-6
12.0	1.340213153662522e-9	5.57700650520036e-6
13.0	-7.174669252155331e-9	7.897250547705534e-8
14.0	-5.1711029349299796e-9	5.803332740947598e-8
15.0	1.5585587620729853e-10	3.144295418600389e-8
16.0	-1.196238193755624e-10	3.068054818542675e-8
17.0	2.60845406831154e-8	5.999623402459499e-6
18.0	2.7510762510179737e-8	7.4156639310622e-6
19.0	-3.3010279936912886e-8	-1.4593943684089946e-7
20.0	-2.364173034588047e-8	-1.0833302472855125e-7
21.0	1.2861099643331005e-8	-3.151380053060793e-8
22.0	9.47573783063683e-9	-3.3495647117918693e-8
23.0	-6.549842394783201e-9	2.110102346092049e-7
24.0	-6.830500552538302e-9	2.7107892573687783e-7
25.0	-4.139255237012929e-16	-4.812368320350595e-6
26.0	-1.2154908367069329e-15	-3.568479992159314e-6
27.0	8.9544511535462e-16	6.284730546221635e-9
28.0	1.0610211571202002e-15	5.904707502466059e-9
29.0	-5.07305974844574e-13	1.6954738949231197e-6
30.0	-4.393082765332966e-13	2.232133890676448e-6
31.0	-1.9834528678069796e-16	-6.143284457324599e-13
32.0	6.727201022116864e-17	-4.392203281374892e-13
33.0	3.180059029056475e-16	-8.363804372773713e-14
34.0	4.276999132697436e-16	-8.61250886696499e-14
35.0	1.2014991542429368e-15	5.819204786153798e-13
36.0	2.8510923166822016e-15	9.233207684338114e-13
37.0	-6.888559331231233e-16	1.1744032940154916e-7
38.0	-3.1932055899265754e-16	8.689135849070693e-8
39.0	-6.549668492086679e-16	-1.7907007910114398e-8
40.0	-1.0821349021603786e-15	-2.119961306054282e-8
41.0	-3.766215972355239e-15	6.80235537520416e-8
42.0	-8.853526122843374e-15	9.125372331054597e-8
43.0	-5.447688297089717e-16	8.066029437740073e-9
44.0	-4.0587067795144853e-16	6.00544361166416e-9
45.0	4.246704402124985e-16	2.2398597051515857e-8
46.0	5.254806158399594e-16	1.9569195015951775e-8
47.0	1.0934563451496843e-15	3.9685844788139356e-9
48.0	3.030864736520185e-15	5.327565055886779e-9
49.0	4.7359733452781967e-17	-9.9050751444455e-7
50.0	2.437652229927061e-16	-7.377634282632844e-7
51.0	-2.345512912367024e-16	-1.2837998440801888e-8
52.0	-4.87534694663929e-16	-1.109972680391389e-8
53.0	-1.0763136791128516e-15	2.768733730392746e-7
54.0	-3.505983747394246e-15	3.737457269133618e-7
55.0	-1.4477756138976113e-16	-5.906266863919919e-7
56.0	2.690152817678017e-17	-4.4178706017187227e-7
57.0	-2.3721467384278026e-16	-9.917268947278321e-10
58.0	-4.699712277610399e-16	-1.0038089838259468e-9
59.0	-3.608228443205384e-15	-2.4250075053717075e-8
60.0	-7.388429263458836e-15	-3.29774781222275e-8
61.0	-5.491241913269901e-16	1.114730513359122e-6
62.0	-1.814881909544626e-17	8.395829752150536e-7
63.0	1.1279548652825375e-16	4.802284701691846e-9
64.0	8.61268889211896e-17	6.81193170842728e-9
65.0	-9.979483127873273e-16	-3.9557670164656036e-7
66.0	-1.994818435007921e-15	-5.402531789660749e-7
67.0	2.790364175222508e-16	4.775111699053607e-7
68.0	1.6000079480613597e-16	3.6328641398197967e-7
69.0	-1.8706177362651433e-16	6.54500888957759e-9
70.0	-4.1494526181617665e-16	6.768927384476724e-9
71.0	-1.8983366450588757e-15	1.2570453383405885e-6
72.0	-4.027826207641784e-15	1.7113853395309754e-6
73.0	3.940710689936655e-18	-2.616865026405366e-7
74.0	-5.870175930293801e-16	-2.0284488924160565e-7
75.0	-9.67188473977441e-16	7.0243704426965795e-9
76.0	-1.3656787763240064e-15	7.36269696052345e-9
77.0	-2.9711140697713853e-15	6.260172043875535e-7
78.0	-8.026710560617166e-15	8.567143911524908e-7
79.0	5.929596549013317e-14	-4.400624796721553e-8
80.0	5.984782143131298e-14	-4.264904438615996e-8
81.0	2.328314678643612e-14	-9.421702265933727e-9
82.0	3.770319039304638e-14	-5.927142869187623e-9
83.0	-2.360801875381021e-13	5.517622467767902e-9
84.0	-3.0045966714797145e-13	8.275618210278915e-9
85.0	5.444512536054942e-8	-1.2656998252137106e-7
86.0	5.993120450472983e-8	-9.621736299998895e-8
87.0	2.339085356975938e-10	1.233320496784205e-9
88.0	-8.20517703918349e-9	1.3842725144694618e-9
89.0	-9.705130177263944e-10	-1.4539939532417602e-8
90.0	-1.0994634691056101e-9	-2.0587747482398142e-8
91.0	5.355303812914079e-14	4.6235183490892775e-9
92.0	4.609868283048591e-14	4.681651070734629e-9
93.0	1.8593894463405164e-14	-4.248052059644146e-11
94.0	2.421476952600092e-14	-5.401733227383687e-11
95.0	-6.400781612340916e-10	0.1116253324203616
96.0	-8.520625349897393e-10	0.17282621136035956
