# sweep	energy	spin	maxdim	dmrg_maxerr
1	-7.272554874420166	0.47440701723098755	50	0.00015928428911138326
2	-7.345284461975098	0.4776202440261841	100	7.33864726498723e-5
3	-7.3799519538879395	0.4769083261489868	150	5.883147241547704e-5
4	-7.401316165924072	0.4753948748111725	200	2.4401517293881625e-5
5	-7.410566329956055	0.47455328702926636	300	3.6039109545527026e-6
6	-7.414422035217285	0.4738377630710602	400	6.947647648303246e-7
7	-7.41612434387207	0.47322261333465576	500	1.5409035825086903e-7
8	-7.417008876800537	0.4726916551589966	700	1.4551346794178244e-8
9	-7.417527675628662	0.4720865488052368	900	2.2135708821480193e-9
10	-7.417838096618652	0.4714372754096985	1200	2.566040158136218e-10
11	-7.418037414550781	0.47075825929641724	1280	9.993861987966923e-11
12	-7.418203353881836	0.4701012372970581	1250	9.994777228072849e-11
13	-7.4183220863342285	0.4694269001483917	1207	1.6593484986060503e-7
14	-7.4184160232543945	0.46876052021980286	1160	1.198535954927138e-7
15	-7.41849946975708	0.46811777353286743	1167	1.2471788579659915e-7
16	-7.418557167053223	0.4675476551055908	1099	9.927358490813276e-8
17	-7.418607234954834	0.4670221507549286	1050	1.0657365123734053e-7
18	-7.418664932250977	0.46656352281570435	1075	1.8446181115905347e-7
19	-7.418692588806152	0.4661620259284973	1034	8.340317236843475e-8
20	-7.418744087219238	0.46578821539878845	990	1.29576662288855e-7
21	-7.418757915496826	0.4654620289802551	1031	1.3591042602456582e-7
22	-7.418777942657471	0.4651559293270111	1002	2.3518074954154145e-7
23	-7.41878080368042	0.46488329768180847	956	1.197752652615236e-7
24	-7.41880989074707	0.4646497070789337	961	9.388065080884189e-8
25	-7.418806552886963	0.46443164348602295	917	4.437634615328534e-8
26	-7.418807506561279	0.46422895789146423	1031	1.0679196549290282e-7
27	-7.4188361167907715	0.46404746174812317	974	1.2123217629778082e-7
28	-7.418848037719727	0.46389126777648926	960	1.5916482709599222e-7
29	-7.4188618659973145	0.46373501420021057	1000	3.835396356066667e-8
30	-7.4188714027404785	0.4636000990867615	935	8.684541796810663e-8
31	-7.418884754180908	0.46347326040267944	977	1.5031315570013248e-7
32	-7.418890476226807	0.46335676312446594	965	4.26321804525287e-8
33	-7.418893814086914	0.4632386565208435	925	5.750173315277607e-8
34	-7.418876647949219	0.46313413977622986	959	1.7198900081893953e-7
35	-7.418890476226807	0.4630454182624817	927	6.961641219049852e-8
