# i	60	1
1.0	1.995542466198572e-13	2.133210794294821e-17
2.0	-1.9959652135215442e-13	-5.936929850633069e-14
3.0	-2.7375020669032003e-13	-8.155585486115764e-14
4.0	2.736345946619436e-13	8.147013044242732e-14
5.0	3.2656069702357997e-13	9.471570713865405e-14
6.0	-3.264392016698201e-13	-9.439095512810226e-14
7.0	-3.613404285442672e-13	-1.1288476202263831e-13
8.0	3.613912553300846e-13	1.1292728263978961e-13
9.0	3.8000188507410956e-13	1.142993703524867e-13
10.0	-3.8019021200808814e-13	-1.1439250637511777e-13
11.0	-3.8379946770706594e-13	-1.149696418942275e-13
12.0	3.8396019611175117e-13	1.1505153541142464e-13
13.0	3.956062494176979e-13	1.0557333928794381e-13
14.0	-3.95624121705966e-13	-1.0578829038612159e-13
15.0	-4.1514752399106214e-13	-1.039118996190025e-13
16.0	4.1507637560157443e-13	1.0392601616556133e-13
17.0	4.219857222088139e-13	9.840272866955487e-14
18.0	-4.218960176087517e-13	-9.835446399820849e-14
19.0	-4.2741063455236456e-13	-1.0592591317968087e-13
20.0	4.273659458135477e-13	1.0595740818407901e-13
21.0	4.28826683181507e-13	1.120469122169663e-13
22.0	-4.2870925277925367e-13	-1.123166421361869e-13
23.0	-4.279745062470031e-13	-1.0673019331565292e-13
24.0	4.2806664222175685e-13	1.0685198536966566e-13
25.0	4.174528436821846e-13	1.0335647939204977e-13
26.0	-4.1782194745854785e-13	-1.0318865220475167e-13
27.0	-3.9277986890917344e-13	-9.361094814284211e-14
28.0	3.9273127900612124e-13	9.382171155258107e-14
29.0	3.450396304462756e-13	7.895564744558346e-14
30.0	-3.4505824519517873e-13	-7.874736353550542e-14
31.0	-2.553914830882801e-13	-5.030030588099556e-14
32.0	2.5540875624170175e-13	5.0346432154078406e-14
33.0	-1.5560487027827866e-13	6.520147575566693e-12
34.0	1.5647994529944936e-13	-6.520150858436408e-12
35.0	1.6138704488699026e-13	-8.823745040598417e-12
36.0	-1.6141654961894632e-13	8.823837181916525e-12
37.0	-1.781547686471157e-13	1.2550345293492057e-11
38.0	1.78174249114119e-13	-1.2550489501792311e-11
39.0	1.876923883116247e-13	-1.4745807036520558e-11
40.0	-1.8781048704077298e-13	1.4745905568645308e-11
41.0	-1.815748861572034e-13	1.5732224210312478e-11
42.0	1.815517271351609e-13	-1.5732208928445115e-11
43.0	1.6928172446151645e-13	-1.6104530621129142e-11
44.0	-1.691219466482679e-13	1.6104641746372374e-11
45.0	-1.5974996838999002e-13	1.607892071711395e-11
46.0	1.5944470747187111e-13	-1.60789725126833e-11
47.0	1.5033235363099555e-13	-1.5793802255280676e-11
48.0	-1.504410241367824e-13	1.5793894614760412e-11
49.0	-1.401324493659068e-13	1.5315634972188397e-11
50.0	1.4008213663277147e-13	-1.5315350593872543e-11
51.0	1.3655333328197267e-13	-1.469348109695762e-11
52.0	-1.365858474800191e-13	1.4693542434373228e-11
53.0	-1.2556463465030132e-13	1.3938528567323278e-11
54.0	1.2567245670378863e-13	-1.3938728855961916e-11
55.0	9.746154114224673e-14	-1.303046237752433e-11
56.0	-9.737400548377016e-14	1.3030559616314658e-11
57.0	-7.472938564281139e-14	1.1953553951804008e-11
58.0	7.476710624783375e-14	-1.1953255631513413e-11
59.0	5.53117608288216e-14	-1.0657202110985184e-11
60.0	-3.142876141212245e-16	-4.0324703867273605e-13
61.0	-4.727779626659168e-15	-5.491352402180584e-13
62.0	4.904426314066999e-15	5.578005881065045e-13
63.0	3.2358795872954564e-15	3.670085476189519e-13
64.0	-3.3028784272418473e-15	-3.670550624160868e-13
65.0	-2.8240723284343365e-14	-5.667369945343059e-16
66.0	2.81631007720033e-14	6.242623111352342e-16
67.0	3.7009735501590336e-14	1.2359853408211749e-15
68.0	-3.681429259563395e-14	-1.1652709025252952e-15
69.0	-4.8153373627072015e-14	1.0834206395804954e-14
70.0	4.812397917624845e-14	-1.0739415074216764e-14
71.0	6.906862809491362e-14	-2.566159125193622e-14
72.0	-6.917800833380148e-14	2.5679385883121748e-14
73.0	-7.495278704968372e-14	3.1241919510980584e-14
74.0	7.48550780309829e-14	-3.089622540476271e-14
75.0	7.692250579267354e-14	-3.7076631375611096e-14
76.0	-7.698388291843829e-14	3.718713148995895e-14
77.0	-8.003900111456824e-14	3.8316083374438584e-14
78.0	8.017067934572089e-14	-3.8348708961148614e-14
79.0	7.360264844766041e-14	-4.8249307130878204e-14
80.0	-7.372353939742906e-14	4.792009805512204e-14
81.0	-7.050984811792193e-14	5.076824822916207e-14
82.0	7.060777955129114e-14	-5.089698974139226e-14
83.0	6.856391957521209e-14	-4.5894256081884965e-14
84.0	-6.852377093803766e-14	4.566376544406819e-14
85.0	-6.460081715063509e-14	4.1427013268334314e-14
86.0	6.458544836333963e-14	-4.1297600328443886e-14
87.0	6.830600450544225e-14	-4.7139444353116665e-14
88.0	-6.866094257222659e-14	4.717568259260146e-14
89.0	-5.75882233624284e-14	4.152600271457919e-14
90.0	5.745013182756491e-14	-4.1637646886999305e-14
91.0	4.181800157964485e-14	-2.546672623520989e-14
92.0	-4.214817027660496e-14	2.5466924508024302e-14
93.0	-2.8325391247289284e-14	2.0142569577921974e-14
94.0	2.8251944374899048e-14	-2.00170468975582e-14
95.0	1.5218809103154242e-14	-1.3329485480829428e-14
96.0	-1.5217138111926584e-14	1.3273835749676272e-14
