# i	21
1.0	-0.003665708703920245
2.0	-6.808895705034956e-6
3.0	-0.0009914552792906761
4.0	-4.117716343898792e-6
5.0	-0.022696347907185555
6.0	4.094926225661766e-6
7.0	-7.130549056455493e-5
8.0	-9.521085075903102e-7
9.0	-2.421586941636633e-5
10.0	4.5338742893363815e-6
11.0	-3.008584144481574e-6
12.0	-2.544821882111137e-6
13.0	6.372557436407078e-6
14.0	-0.2665112316608429
15.0	6.636346370214596e-7
16.0	-1.6642001355648972e-5
17.0	7.845426807762124e-6
18.0	-2.564789610914886e-6
19.0	-1.2250061445229221e-6
20.0	4.89889180244063e-6
21.0	-0.2698289752006531
22.0	-5.4566994549531955e-6
23.0	-4.757284841616638e-5
24.0	-1.1240666935918853e-5
25.0	-3.858426680380944e-6
26.0	1.9678595890582073e-6
27.0	5.175004389457172e-6
28.0	9.814649502004613e-7
29.0	-6.146923169580987e-6
30.0	1.5791791838637437e-6
31.0	-8.13055521575734e-6
32.0	-8.88792874320643e-6
33.0	2.4870580546121346e-6
34.0	-4.0810598875395954e-5
35.0	1.0126987035619095e-6
36.0	7.865146471885964e-6
37.0	1.0368953553552274e-6
38.0	-0.0006447175401262939
39.0	-6.008765012666117e-6
40.0	-0.0007572659524157643
